x,y,,Hex,Terrain,Settlement,Date,Author,Description,More Info URL,Themes
07,08,,0708,,,1365624638,Chris H,The Singing Mountain is the holy site of the ram-horned men in Hex [[0607]] &amp; Hex [[0707]]. Long abandoned natural and sentiently-crafted tunnels and chambers honeycomb the mountain. During the change of seasons the East West winds blow forcefully through these caverns. An eerily enchanting melody can be heard for 2 hexes in every direction.,,
07,09,,0709,,BEETA BAATE,1365625739,Ramanan Sivaranjan,"Hidden within this forest of giant mushrooms is the Halfling village of [[BEETA BAATE]]. Most mushrooms in the forest are poisonous, but the villagers know which ones are safe, and more importantly which ones grant them the super-strength they use to vanquish all their foes.",,
07,10,,0710,,,1365631636,Josie Lindsey,"Molten flows ooze from openings through which creatures of fire sometimes emerge. The river trickles above, but below flows through tunnels where albino Sahuagin defend themselves from Turtle and fire creatures.",,
07,11,,0711,,,1365631731,Kelvin Green,"Six mutant halflings are waiting for nightfall. In the meantime, they ride giant scorpions against each other for money and invite passers by to have a go.",,
07,12,,0712,,,1365632368,Chris H,"An abbey of women devoted to the god of fertility, Yasur Im, protect and care for the large farming community situated along the western bank of the river. The head abbess is dying of a wasting disease and several sisters are already jockeying for position to replace her.",,
07,13,,0713,,,1365632439,Reginald Mc Reynolds,"This area is unbearable hot, and even the night does nothing to abate the heat. Small carcasses of birds and lizards dot the landscape and the air shimmers above you. At night a great light shines from the east in Hex [[0813]].",,
07,14,,0714,,,1365632445,Reginald Mc Reynolds,"Here you feel like you are baking, and even the night does nothing to alleviate the feeling. The ground is parched and cracked; the sand packed as hard as stone. At night a great light shines from the east in Hex [[0813]].",,
07,15,,0715,,,1365632629,Shoe Skogen,"A pack of beasts (hounds, pigs, ponies, what-have-you) recently escaped from captivity in [[0702]]. A few might be hungry enough to attack if the Party has especially delicious things on them. On the other hand, if caught and tamed patiently, the younger beasts may easily be trained, and will make excellent working animals.",,
07,16,,0716,,,1365633646,Josie Lindsey,"A winding maze of wooden tunnels provides relief from the sand and heat of the day, but...<br />Far within the oaken tower / Exists the one with evil power / Magic channeler of earth's frustration / The Druid sleeps in meditation (""Sleep"" The Druid)",,
07,17,,0717,,,1365634303,Ramanan Sivaranjan,"Dune traders head North, their Giant Ants laden with the delicious giant fungi that grow in Hex [[0817]].",,
07,18,,0718,,,1365634700,Reece Carter,"There is a large pool of quick sand here, its rumored that at the bottom of the pool is a large underground city run by dragons and sand mages",,
07,19,,0719,,,1365636562,Zachary Zahringer,"At the top of the rugged cliffs overlooking the sea to the south in Hex [[0720]] stretches out a natural stone ledge. Standing at its edge are 6 followers of the god Al'az Zulg preparing a woman as sacrifice to the material form of the god, the sea creature who dwells deep below.",,
07,20,,0720,,,1365636589,Chris H,"Al'az Zulg, God of Misogyny and Shame, grows in power with each self-destructive sacrifice its followers proffer. Its material form is that of a gigantic, nude, bloated, floating, hermaphroditic human. Its followers, in Hex [[0719]], must carefully lower sacrifices in to its gaping maw, for Al'az Zulg is above all things lazy and won't exert itself even to eat.",,
08,01,,0801,,TEPETL QUIAUTL,1365640608,Ramanan Sivaranjan,"Each and every day the volcano [[TEPETL QUIAUTL]] belches forth the blackest of black molten obsidian. Cuetzpalin, Sword of the Evening Star, Leader of the Free-Men of Hex [[1003]], is said to wield a magical sword forged from the obsidian of this volcano.",,
08,02,,0802,,,1365641762,Michael Raston,"This mountainous area is covered by a thick, black smog, being a mixture of the fumes from [[TEPETL QUIAUTL]] in Hex [[0801]] and the spores from Hex [[0703]]. It is a choking smog that causes travelers to cough, splutter and hallucinate. Daring merchants from [[VISCID ISTAN]] in Hex [[0702]] attempt to bottle the smog for consumption in the refugee city.",,
08,03,,0803,,,1365641819,Ramanan Sivaranjan,"Throughout the badlands, giant boulders have been carved with intricate images of the ancient Snake-men. There is a cumulative 20% chance per week of discovering the location of [[CHICOMECOATL]] in Hex [[0109]].",,
08,04,,0804,,,1365643231,Michael Raston,"Palm trees blow gently in the breeze along the eastern riverbank, behind is sweeping views of the mysterious desert. Undead crocodiles with the ability to climb and hunt from trees lounge atop the palms.",,
08,05,,0805,,,1365643614,Josie Lindsey,"Sprawling camps of disparate soldiers and hangers-on line the riverbank and beyond, 900 strong under the Eagle and Lightning Bolt flag of Jupiter. Sir Gregor La Scala has gathered his ragtag army of converted locals and odd foreigners to &quot;Bring Peace, Order, and True Faith to the land.&quot; In hused tones is speculation of his true age and how he liberated much power for Jupiter's Glory from the mighty Djinni (see Hex [[0304]]).",,
08,06,,0806,,,1365645329,Mak H,"Chances of getting lost in this trackless waste are increased as blowing sand blots out the sky nearly every day, causing PCs to travel in an unintended direction.",,
08,07,,0807,,,1365646315,Zachary Zahringer,A group of sand goblins has set up camp here along the river next to a crudely constructed bridge. They will demand a toll of 100 Dh'nak to anyone who attempts to cross it. On this stretch of river the water is only 2' deep and can be crossed easily by foot.,,
08,08,,0808,,,1365651544,Josie Lindsey,"A group of Ram-Horned spies are making their way North to get information on Sir Gregor La Scala's forces in Hex [[0805]]. If the clay pot from Hex [[0408]] is sunk where the river turns and retrieved after nightfall, etched on it will be an ancient map to and of the capitol of the long-dead Snake-men [[ACAMAPICHTLI]] in Hex [[1415]].",,
08,09,,0809,,,1365653216,Brian Green,Two women in ragged clothes are hiding beneath a rocky outcrop. They are on the run from the guards from the city [[AI BATUR MAL ER ZE]] (Hex [[0607]]) and are bound together with 2' of super-strong chain that negates spellcasting in a 10' radius.,,
08,10,,0810,,,1365559703,Andy Link,"In the Shadow of Old Phosphor, the tribe of Soft Shale make their last stand against the encroaching hoardes. They've sworn to fight back any pregressors with a cunning brand of savagery and explicit knowledge of the terrain. Beneath the sands, they've found a temple pledged to the Skin Eaters, an insect swarm that emerges once every other decade to replenish its life-cycle.",,
08,10,,0810,,,1365654121,Ben Djarum,A group of 8 Hobgoblin Raiders have taken a group of Pangolin Men prisoner. They are shackled together and being forced to march southward.,,
08,11,,0811,,BTUOB,1365654435,Michael Raston,"The river snakes its way through a hallowed-out extinct volcano housing the sand-goblin city of [[BTUOB]] on it's inner walls. The hive like city is built around a sky-ship, that crashed into the volcano long ago, made of a material that was not destroyed by the lava.",,
08,12,,0812,,,1365657054,Ben Djarum,Ancient lava flows have turned these mountains into black basalt monoliths. An antediluvian Blue Dragon Mosach the Preeminent lives in the highest peaks.,,
08,13,,0813,,,1365657999,Jacob Hurst,"Streaks of black, powdered basalt from Hex [[0812]] cut across this area causing it to be called the Tiger Sands. A githyanki airship on its way to the City of [[NAS AKHU KHAN SHE EN ASBIN]] Hex [[0102]], crashed here some months back and its cargo of radioactive music crystals glitter throughout the dunes.",,
08,14,,0814,,,1365665773,Michael Raston,"A perfectly round obsidian disk 2 foot thick, with a circumference covering most of the hex lays beneath the sands here. There isn't a cloud in the sky above the hex and there is a bizarre assortment of weird, rusting machinery, lunar rocks, and an abundance of bird corpses littering it.",,
08,15,,0815,,,1365665991,Brian Green,A stable portal to the elemental plane of fire with fire mephits roaming the area around the portal.,,
08,16,,0816,,,1365679923,Claytonian JP,"People talk of the literal amber waves of grain here. The grass is often disturbed from beneath by a ground dragon, who will pop up if it smells a diseased person.",,
08,17,,0817,,,1365685571,Ray Colina,"The towering mushroom forests here are especially lush and vivid. Ant-men consider this area to be sacred, a holy-land.",,
08,18,,0818,,TOLTECAT,1365694332,Ramanan Sivaranjan,"Scorpion-men battle to the death at the base of the active volcano [[TOLTECAT]]. The winner of the tournament will fling himself into the volcano, a willing sacrifice to the Crawling God.",,
08,19,,0819,,XOCHIPEPE,1365695265,Ramanan Sivaranjan,The great pyramids of the Scorpion-man city of [[XOCHIPEPE]] can be seen at a great distance. It is ruled by Yolotle the Kind Hearted: there is no crueler a despot.,,
08,20,,0820,,,1365695847,Ray Colina,"This island is basically a mountain covered in fungi and mushroom forests. Strange purple undead roam the island's interior in 1d4+1 packs, the victims of fungal spores from the purple death's head mushrooms that grow on the islands western slope.",,
09,01,,0901,,,1365700087,Ramanan Sivaranjan,Abandoned farmsteads abound in this lava plain.,,
09,02,,0902,,,1365701953,Reginald Mc Reynolds,This vast a featureless stone plain is deceptively empty; below the surface there is a vast maze of lava tubes inhabitant by twisted outcasts from Hex [[1003]].,,
09,03,,0903,,,1365703192,Zachary Zahringer,"At the base of the tallest mountain in this region is a tunnel that leads deep underground to a large round subterranean chamber, The Key of Akremek. Lining the chambers walls for it's full circumference are carved doorways opening to natural lava tube tunnels that extend for unknown lengths, one such on the northern wall lead beneath Hex [[0902]].",,
09,04,,0904,,,1365704158,Ray Colina,"Here in a lifeless patch of cracked desert sits a shrine built of bones and the tattered dry husks of man and animal alike. This is the shrine to Aru Kep Bohet, lord of dryness and desiccation.",,
09,05,,0905,,,1365704444,Ramanan Sivaranjan,"The bones of a long dead giant turtle are worshiped by a nomadic tribe of Jackal-men. The tribe can be found wandering in hexes throughout the Eastern desert, but always return here to pray.",,
09,06,,0906,,,1365704489,Brian Green,"Flecks of diamonds are mixed in with the sand near the river, with a small industry of workers sifting through the sands to collect diamond dust.",,
09,07,,0907,,,1365704880,Josie Lindsey,"A host of 523 Githzerai march Northeast from a recently awakened portal, heading to bind the Efreeti in Hex [[0502]] to an engine they have and recover their ship in Hex [[0201]]. Their leader has a nearly accurate map of the area with topography and fauna, and they are avoiding the burrowing spider sand traps here.",,
09,08,,0908,,,1365706044,Ramanan Sivaranjan,"16 well provisioned outriders from [[YEELA YAHUTA]] in Hex [[1411]] race to investigate the forces gathering in Hex [[0805]]. They are led by the Iron Golem Magestor, the eyes and ears of the Sorcerer-Queen Leila Lalia.",,
09,09,,0909,,,1365706685,Josie Lindsey,"150 ill-equipped Ram-horned soldiers camp outside a boarded-up shack, waiting on word from their spies in Hex [[0808]]. They avoid the shack superstitiously, for it is the former lab of the inventoress Malux Ja Na. Unbeknownst to all she is trapped on one of the many invisible layers by her mad clockwork contraptions.",,
09,10,,0910,,,1365708385,Zak Smith,Guards from [[AI BATUR MAL ER ZE]] ( Hex [[0607]] ) searching for the women in Hex [[0809]] . They do not know why but have been told to bring them in at any cost.,,
09,11,,0911,,,1365713441,Chris H,Black rails perch on the vast numbers of saguaro that grow here. They mock passersby mercilessly in the common tongue.,,
09,12,,0912,,,1365711977,Chris H,"The richly appointed mansion of Sir Bibble the Euphonic; Advisor to Princes, &quot;Father of Nations&quot;, &quot;Peacemaker&quot;, &quot;The Enlightened&quot;, The Coveted, The Lusted, He Who's Fingers Pluck Most Vigorously, Foremost Bard in the World resides here with 999 hand-picked goblin guards and innumerable hangers on of various races (among them at least 2 kings) all potential lovers. It is a rare day that a very well-guarded entourage does not arrive at or depart the manse.",,
09,12,,0912,,,1365713044,Josie Lindsey,"Food and addictive herbs are farmed here, upriver by Sand Goblins, downriver by the Ram-horned people, or Marhaban. They are not friendly to each other and have distinct border protocols.<br />The Sand Goblins burn the addictive herb on the basalt cliffs of Hex [[0812]] to keep the Blue Dragon Mosach the Preeminent pacified, but he is getting a tolerance.",,
09,13,,0913,,,1365713183,Josie Lindsey,Sand Goblin hunters stalk 52 Ram-horned Marhaban riding great insects across the dune hills on their way to join the forces in Hex [[0909]]. The Sand Goblins have trapped many areas and left light valuables resting on patches of quicksand. They are violating a treaty.,,
09,14,,0914,,,1366342188,Josie Lindsey,"The Seven-Horned Annihilix Of Judgement sits on its seven-foot obsidian throne (an upside-down skull), seven candles burning on each of its horns. Rivulets of wax sweat whisper to travelers, and those who please it are twisted painfully into new shapes for unfathomable purposes. Once a Marhaban, he will try to prevent Snake-people from getting the obelisk in Hex [[0416]]",,
09,15,,0915,,TOMB OF THE SHALAK-NUR,1365719183,Ramanan Sivaranjan,"A working well in the middle of the desert is a welcoming site. It's 200' deep, and under its water is the entrance to the [[TOMB OF THE SHALAK-NUR]].",,
09,16,,0916,,AMHERIB,1365719207,Harald Wagener,"Quicksand reduces travel speed to 1/3rd (or roll vs Petrification and be swallowed by the desert to be trapped in the lost city of [[AMHERIB]], which is inhabited by skeletons and desert halflings that are very hungry. The smell like beef jerky).",,
09,17,,0917,,,1365719747,Harald Wagener,"A lost band of 8 treasure hunters are looking for the fabled city of [[AMHERIB]] ( [[0916]] ), seeking its fabled amber dome. They're 4th level rogues but were recently robbed by a wizard whose tower is in [[1017]] but visible from here.",,
09,18,,0918,,,1365720363,Harald Wagener,"Unnamed Oasis. Water causes hallucinations, travel into random adjacent hex after drinking from the water. Considered taboo by locals, which means you have a 1 in 8 chance meeting desert raiders here each day planning to rob confused outsiders. The raiders have their own water supplies.",,
09,19,,0919,,,1365720547,Harald Wagener,"Glass desert. Reflective sand may cause blindness. Plus 2 on attempts to summon efreeti, minus 4 on attempts to bind them.",,
09,20,,0920,,SEA HOME,1365720601,Chris H,The ships of 6d8+12 families and individuals of the Mi Hi people are temporarily lashed together to form what is called [[SEA HOME]]. These nomadic people live their entire lives on the sea. The family in Hex [[0320]] is a member of the Mi Hi people and each married couple in [[SEA HOME]] has the tentacle appendage described in Hex [[0320]].,,
10,01,,1001,,,1365724223,Chris Tamm,Thousands of carbonized corpses are found in huge mounds with eroded walkways through the mounds revealing tragic faces of ancients caught in some disaster. Clouds of ash seem to watch intruders or seek communication but cannot speak,,
10,02,,1002,,,1365724511,Chris Tamm,"A desolate charred waste with a series of trenches and a strange concrete bunker with observation ports looking towards desolation in [[1001]]. A complex of labs, barracks and store rooms under the bunker may hold secret of what really happened",,
10,03,,1003,,,1365724768,Chris Tamm,"Black impenetrable mountains have tunnels of lava tubes riddling them, home to Degenerate albino mutants, refugees from the disaster of [[1001]]. A few relics of their civilization can be found in their holy places but they remember nothing of their past and live to eat and breed and kill.",,
10,04,,1004,,,1365725151,Josie Lindsey,"Djinni, Efreeti, Demons and spirits gather here every seven months in 7times7times7 (343) lavish floating pavilions to divide the domain and it's magic. Those who agree to serve one of them (errands, spying on other factions in the gathering, skullduggery, etc) can gain the favor of Fate for one month.",,
10,05,,1005,,,1365725363,Zachary Zahringer,"An enormous beetle carcass, as big as an elephant, has been hollowed to create a small shack. Inside the walls are covered from floor to ceiling with jars containing rare spices and ingredients at very reasonable prices. Some say Bzul'lek, the owner of the shop, deals in much more rare or perhaps illicit goods if paid the right price.",,
10,06,,1006,,TEMPLE OF QUMARKAJ,1365725634,Josie Lindsey,"The shadow of an invisible staircase reveals it's location but doesn't make it any easier to climb once you're on it. Above is the [[TEMPLE OF QUMARKAJ]], concentric circles of mud brick halls attended by priestesses who become more serpent-like towards the center and know the ancient history of the Snake-men.",,
10,07,,1007,,,1365726828,Reece Carter,A large priamid surrounded by some smaller priamids are here,,
10,08,,1008,,,1365727385,Chris Tamm,Gigantic ornate jars containing strange horse size monsters preserved in magical coloured fluid are found exposed here. Wizards come here to research this ancient mystery,,
10,09,,1009,,,1365727448,Josie Lindsey,"Corpses, caravans, and half-constructed buildings are buried in the sand. Huge finned worms hunt anything heavy or noisy.",,
10,10,,1010,,TEL AMUR,1365727591,Chris Tamm,"[[TEL AMUR]], is a semi exposed ziggurat. No entry can be found but hundreds of raspy voices within can be heard chanting by night",,
10,11,,1011,,,1365727945,Chris Tamm,"Giant ants collect nuggets of metal like meteoric star stones, peaceful unless you rob them or tease with metal. Pets of a minor craft godling. Giant ant-lions with illusion powers worse.",,
10,12,,1012,,,1365728602,Josie Lindsey,"Scorpion-man settlements are on the rocky sand, distrustful of outsiders but known for great parties. Yak-men living on the mountain mine metal scraps and gems from caves to fire them from a great cannon that fell from the sky in ancient times. They trek to laugh at the creatures gathering them in Hex [[1011]] and Hex [[0906]].",,
10,13,,1013,,,1365729589,Ben Djarum,A tribe of Lava Children live in stone huts across the barren lava field. They are under constant threat by Mephits and a renegade Fire Giant.,,
10,13,,1013,,GRUBSHANK,1365728978,James Young,"[[GRUBSHANK]] Beneath the sandy loam here, Sand-Goblins live in a Cu Chi Tunnel-like system of crawlspaces and tunnel traps.<br />They feed upon the sand-grubs which are drawn to their underground water resevoirs.<br /><br />Some of their number are fighting a guerilla war in Hex [[0913]], in defiance of a treaty.",,
10,14,,1014,,,1365729711,Ed Hackett,The sand here is hard-packed and easy to travel over. The dunes are also not so high here and provide great visibility southward to Hex [[1015]]. The dunes are reduced in size by Wasp-men that make their homes in the hard pack. They are mortal enemies with the Scorpion-men in Hex [[1012]].,,
10,15,,1015,,,1365729752,James Young,"Four obelisks surround a low mound. The images tell of the great evil buried there, the perils of joining the hemispheres, and the Wasp-men who have protected it since ancient times. Under the mound, encased within the successive wards of gold, silver, lead, oak, rowan, ash, and bone, is sealed one hemisphere of the Devourer of Worlds. The Scorpion-men in Hex [[1012]] have found the other hemisphere and seek to join them to attain ultimate power.",,
10,16,,1016,,,1365730853,Ben Djarum,"The gruesome remains of an exploration party. Four men, all missing their tongues and eyeballs and their skin is a strange orange color. Among their belongings is a map of the pyramid complex in Hex [[1007]]",,
10,17,,1017,,,1365733653,Claytonian JP,"A ship lies in the sand, crewed by friendly skeletons. If payed with three buckets of water, they will magically transport one to the waters of Hexenbracken",,
10,18,,1018,,ADABIS THE CAVE CITY,1365733815,Ben Djarum,"Built into the mountain side is [[ADABIS THE CAVE CITY]] Stronhold of the Desert Gnomes, ruled by Queen Ashurah IV.",,
10,19,,1019,,,1365734367,Josie Lindsey,"Eating the flowers on the Cursed Cowl causes an hour of vomiting, and a night of visions. One may see 333 Snake-men waiting for revenge for centuries; 111 faithful warriors with no souls; 20,000 servitors of the rusted dead; a jug that is a key; and an Efreeti that plugs the dam of fate, struggling against time.",,
10,20,,1020,,,1365734668,James Young,"Heavy brownish sea-foam washes in from the sea here and builds up on the pebbly beaches. It is merman sperm washed in from their breeding grounds in this hex. On the nights of the full moon, mermaids beach themselves and deposit their eggs in the sand.",,
11,01,,1101,,KA RUKH KA,1365734998,Ben Djarum,Massive stratovolcano [[KA RUKH KA]] spews clouds of poisonous gas. A thick magma flows down a vent in the southern face of the mountain. Mephits and Fire Elementals frolic wickedly here.,,
11,02,,1102,,,1365735786,Michael Raston,Canals of lava in concentric circles have been constructed on this part of the lavafields. The canals ring around an abandoned Snake-men altar that is guarded by a Wyrm that lives in the canals.,,
11,03,,1103,,,1365736275,James Young,Anybody travelling through the mountain pass between Hex [[1102]] and Hex [[1104]] must pass between two carved statues of Snake-men warriors.,,
11,04,,1104,,,1365737526,Josie Lindsey,"Jackal-men desperately mine a purple mineral and seek brave souls to help apply it to the mutants of Hex [[1003]]. They are raising an army for Abn Rex An, an intelligent Tyrannosaurus Hex. They also need help dealing with fire creatures encountered in the mines.",,
11,05,,1105,,,1365739603,Josie Lindsey,"Giant insects herd here, captured and trained for mounts by the various peoples of desert and mountain. The Ram-Horned Marhaban are the best trainers, other tribes less so.",,
11,06,,1106,,,1365740060,Josie Lindsey,"111 statues are an automaton army that can be activated from a device in [[ACAMAPICHTLI]] in Hex [[1415]], capitol of the long-dead Snake-men. Sand-colored flying manta attack those trying to steal the sparkling gems in their chests.",,
11,07,,1107,,,1365741073,Josie Lindsey,An ex-assassin is in a fight with zombies and skeletons who rise from the sand. He will only survive with help. He is on his way to Hex [[0809]] to help the two women and take them to Hex [[1111]].,,
11,08,,1108,,,1365741321,Chris H,"A sprawling, disused temple to Netira, Goddess of the Cleansing Sand, has become occupied by hundreds of refugees from Hex [[1911]]. When the group arrives, a robed man claiming to be the last priest of Netira is pleading with them to leave the temple. He claims their sacrilege will bring calamitous retribution by Netira's hand.",,
11,09,,1109,,,1365741711,Reece Carter,A old mummy that has regained its human form is in this area with some of its undead protectors. The mummy is trying to find living people to switch with its protectors. <br />Any random encounter rolled in this area is the mummy and its cohorts.,,
11,10,,1110,,,1365742782,Josie Lindsey,"Silent Insect-people tend colored flames and chimes on stone altars. Their services depend on how one solves their puzzles - the right combination of light and tone can summon or repel specific species and send messages to any place in the desert, among other things.",,
11,11,,1111,,,1365742849,Chris H,"Saqfa Zojaj, a charming and strikingly beautiful woman with burned but healthy hands, runs a glass foundry here. Craftsmen fashion boringly mundane glass goods as a front for their secret business of producing exquisite, illegal, glass war devices, including arrows &amp; spears with flechette heads and piercing weapons with hollow ends intended to deliver live creatures such as scorpions and flesh-eating scarabs onto or into a victim.",,
11,12,,1112,,,1365746750,Ed Hackett,"The sand here is glassy and sheer in places. This area is profoundly dangerous for the shifting, cracking glass-sands and the jets of super-heated magma that erupt randomly. Vents and tubes of magma have passed under this portion of the desert from Hex [[1113]], causing super-hard glass to form: glass which Saqfa Zojaj in Hex [[1111]] uses to forge her war devices.",,
11,13,,1113,,,1365747401,Shoe Skogen,"Every now and then, this volcano gets fitful and fretful, and buries the surrounding communities. It really only wants a friend, though. Someone to sing to it. If only someone would give a bit of love, it would totally stop asploding every so often. <br /><br />(The Needy Volcano may be influenced by the powerful spirit of the First Child, a powerful ghost of the very first sacrifice ever made to the volcano. It loves music.)",,
11,14,,1114,,,1365747445,Harald Wagener,"Grand Prelate Glyphilius Inkswell, mortal representantive of Libria, goddess of knowledge, has taken residence in a tent here at the banks of the river. His 15 acolytes make scrolls from paper harvested in Hex [[1115]] which they offer to buy from passers-by.",,
11,15,,1115,,VIZZYNIX,1365748072,Jacob Hurst,"The purple spores of this forest of giant orange mushrooms induce severe fatigue in non-insectoid humanoids. The great paper palace of the Wasp-men, [[VIZZYNIX]], hangs in glowing splendor beneath the cap of a giant fly agaric more than 700' tall.",,
11,16,,1116,,,1365748907,Harald Wagener,"Well, 3 lions.",,
11,17,,1117,,,1365749934,Brian Green,A sand giant member of the Tribe of El Bardin (Hex [[1318]]) leads a dozen sand goblins in chains eastward as prisoners of war.,,
11,18,,1118,,,1365758267,Harald Wagener,A long forgotten abbey in the upper mountainside allows two hexes of visibility (plus the ever-active volcano in Hex [[1417]]). Guarded by two wights.,,
11,19,,1119,,,1365758312,Zak Smith,In the weeds is a stilt hut where lives a desert hag who creates concoctions from the flowers of the Cursed Cowl ( Hex [[1019]] ). Her name is Morgmesh and she despises the Pale Lady ( Hex [[0519]] ).,,
11,20,,1120,,,1365758788,Harald Wagener,Dolphin mating grounds.,,
12,01,,1201,,,1365758964,Harald Wagener,"The groundwork here resembles the outline of the volcano in Hex [[1101]]. Further investigation shows gigantic tread tracks to the unknown north, and bits and pieces of strange metal sticking out of the floor. If seen from space, looks like a failed terraforming installation.",,
12,02,,1202,,,1365770747,Josie Lindsey,"Rock platforms provide just enough footing over the lava to a crystal tube a mile out that leads under. A cache of powerful weapons is in there, but Fire Mephits and Lava Oozes protect it.",,
12,03,,1203,,,1365771909,Harald Wagener,Slaggy mountains. Geology indicates this hex had several active volcanoes not 100 years ago.,,
12,04,,1204,,KRAGSHAVEN,1365772000,Harald Wagener,"[[KRAGSHAVEN]] -- the people in this village clothe and behave as if they live in eternal winter, with no obvious ill effects to their health from wearing heavy furs and having big fires heat up their hoses. On starless nights, you can find a portal to the Kraal here.",,
12,05,,1205,,,1365772841,Josie Lindsey,"42 Mughali live in and protect an ancient outpost of the Marhaban in which a ship's wheel is set into a column and there are grates in the walls. In a room they avoid, 25 mummified White Elves lie as if they were running from the corpses of 3 women of indeterminate species.",,
12,06,,1206,,,1365773065,Zachary Zahringer,The bard Ta'Rehk can be found here playing his masterfully crafted Oad. When approached he recites a poem about the fallen adventurers who sought out the Trapezohedron of Nephren-Ka (See Hex [[0114]]).,,
12,07,,1207,,,1365773397,Harald Wagener,A hidden well near the northern caravan trail leading to [[ALIPAHL]]. It's location is guarded closely by a tribe of white elves which sell water to the traders passing by.,,
12,08,,1208,,ALIPAHL,1365773618,Josie Lindsey,"[[ALIPAHL]], walled trading post of the Marhaban, is becoming a small city both in and outside the walls. It is run in a more hierarchical and military fashion than usual, but one can earn their trust.",,
12,09,,1209,,,1365775049,Ray Colina,"Rising from an oasis is a white tower with a copper onion dome. Here, the mad, bad and skeezy wizard, Othamagos, makes his home, along with the greatest creations to come from his parthenogenesis vats, his seven deadly houris.",,
12,10,,1210,,,1365776761,Chris Tamm,Locusts swarm here and a lone prophet lives off them and wild honey. His only valuable property is 40 years of poetic moral fables recorded on hide in a long lost script,,
12,11,,1211,,,1365780716,Ben Djarum,Four Desert Gnomes (from Hex [[1018]]) ride on battle goats on a secret mission to Hex [[1208]],,
12,12,,1212,,,1365780812,Chris Tamm,"A succubi in disguise is seeking a prophet to kill, will ask if anyone seen him or ask to join any she meets. The prophet in [[1210]] and his books are her prey to earn a promotion.",,
12,13,,1213,,NALUT,1365781205,Ray Colina,"[[NALUT]] This town is little more than an oasis with a handful of shacks and a fortified inn. The inn is cozy and welcoming with good, if overpriced food and drink, at night, there is a 25% chance that the bard Ta'Tehk from Hex [[1206]], will be playing here.",,
12,14,,1214,,,1365786584,Ben Djarum,The ruins of an aqueduct and guard house. Two girls from [[NALUT]] (Hex [[1215]]) are hiding out here after robbing the home of a wealthy merchant.,,
12,15,,1215,,,1365786710,Ben Djarum,A lush garden of fig and olive trees. Two nomads sit under a tree smoking hashish from a long wooden pipe.,,
12,16,,1216,,,1365787163,Ray Colina,"A tribe of nomads are camped upon a mesa here. Their chieftain, Yosab-Am, lies dying, poisoned by a Scorpion-man from Hex [[1012]].",,
12,17,,1217,,,1365794523,Chris H,"For some reason, Ant-men have created a bizarre but successful farming community here seeking to live as humans. This community appears as a well-meaning, but unintentional, parody of human civilization.",,
12,18,,1218,,,1365797239,Josie Lindsey,"The cruel Entomancer Abniz Dzir controls the insect peoples of the desert with wicked, hidden magic (Hexes [[0314]], [[0618]], [[1011]], [[1217]] etc) and will make them turn on anyone he does not like. He is in love with the hag in Hex [[1119]] and the Pale Lady in Hex [[0519]] but they revile him.",,
12,19,,1219,,,1365806100,Harald Wagener,"Volcano holds the abandoned lair of Zyrax the Destroyer, the dragonic king who strafed the lands and turned most of them into desert 1,111 years ago. Inquisitive adventurers will find an unhatched dragon egg here (but the volcano kept it warm and it will hatch in 1d10 years if left to it's own devices).",,
12,20,,1220,,,1365808981,Chris H,"Trained dolphins perform acrobatic feats to starboard, while their accomplices, Otter-folk, sneak aboard from larboard to steal. If noticed the Otter-folk will flee to the water, riding their dolphins getaway mammals.",,
13,01,,1301,,THE HALLS OF ASH AND FIRE,1365809483,Brian Green,[[THE HALLS OF ASH AND FIRE]] is a fire giant stronghold known for it's fine steel forged at incredible temperatures. The fire giants hold a rare great wyrm magma dragon captive to power their volcanic forges.,,
13,02,,1302,,,1365818075,Ben Djarum,Past volcanic activity have covered this expanse in tear-shaped beads of black glass. These can be gathered and sold to the sisters of the abbey in Hex [[0712]],,
13,03,,1303,,,1365818453,Jacob Hurst,Fire based magic cast within the crumbled ruins of a tower are greatly amplified here. Some say a powerful efreet is trapped below the ruins.,,
13,04,,1304,,PALACE OF THE SUMMER PHARAOH,1365820822,Josie Lindsey,"The [[PALACE OF THE SUMMER PHARAOH]] is cooled by the shadow of the mountain in Hex [[1303]]; it is a neutral place for all peoples of the desert to gather for arena competitions, bathe in the acres of pools, and negotiate treaties. The Pharaoh of Summer title carries much land, power, and a standing army of 60,000 - it is currently held by a woman. Aquatic Vampires maintain the pools at night.",,
13,05,,1305,,,1365821071,Josie Lindsey,"Riders carry sealed and coded messages bound for the Rusted Lich in Hex [[0103]], Sir Gregor La Scala in Hex [[0805]], and Sir Bibble the Euphonic in Hex [[0912]]. The messages for Sir Gregor and Sir Bibble are accepting marriage proposals those two made to the Summer Pharaoh, although they state different names for her. The message for the Rusted Lich is offering to unite her power with his in a military partnership.",,
13,06,,1306,,,1365821650,Ben Djarum,A raiding party of Qullans are tracking the riders in Hex [[1305]] They are armed with broadswords and nets.,,
13,07,,1307,,,1365821861,Jacob Hurst,"The Greenshoe clan of white elves lives in an expansive home beneath the dunes that can only be accessed by cleverly hidden, and cleverly trapped, trap doors.",,
